"day","microbe","lim","type","cID","abd"
146,"Syn","P","Infect","PL4",52700866
149,"Syn","P","Infect","PL4",14948238.2
156,"Syn","P","Infect","PL4",25230730.0694444
158,"Syn","P","Infect","PL4",17523418.8888889
160,"Syn","P","Infect","PL4",29101392.0833333
166,"Syn","P","Infect","PL4",19439566.65
-125,"Phage","P","Infect","PL4",NA
-124,"Phage","P","Infect","PL4",NA
-118,"Phage","P","Infect","PL4",NA
-115,"Phage","P","Infect","PL4",NA
-112,"Phage","P","Infect","PL4",NA
-110,"Phage","P","Infect","PL4",NA
-108,"Phage","P","Infect","PL4",NA
-105,"Phage","P","Infect","PL4",NA
-103,"Phage","P","Infect","PL4",NA
-101,"Phage","P","Infect","PL4",NA
-98,"Phage","P","Infect","PL4",NA
-96,"Phage","P","Infect","PL4",NA
-89,"Phage","P","Infect","PL4",NA
-74,"Phage","P","Infect","PL4",NA
-68,"Phage","P","Infect","PL4",NA
-62,"Phage","P","Infect","PL4",NA
-55,"Phage","P","Infect","PL4",NA
-48,"Phage","P","Infect","PL4",NA
-46,"Phage","P","Infect","PL4",NA
-45,"Phage","P","Infect","PL4",NA
-41,"Phage","P","Infect","PL4",NA
-39,"Phage","P","Infect","PL4",NA
-34,"Phage","P","Infect","PL4",NA
-32,"Phage","P","Infect","PL4",NA
-27,"Phage","P","Infect","PL4",NA
-24,"Phage","P","Infect","PL4",NA
-19,"Phage","P","Infect","PL4",NA
-17,"Phage","P","Infect","PL4",NA
-13,"Phage","P","Infect","PL4",NA
-11,"Phage","P","Infect","PL4",NA
-6,"Phage","P","Infect","PL4",NA
0,"Phage","P","Infect","PL4",NA
2,"Phage","P","Infect","PL4",2299688.222
4,"Phage","P","Infect","PL4",68943230.408
7,"Phage","P","Infect","PL4",127794701.848667
9,"Phage","P","Infect","PL4",272817308.590667
11,"Phage","P","Infect","PL4",280294707.845455
14,"Phage","P","Infect","PL4",209437585.084
16,"Phage","P","Infect","PL4",224352959.85375
18,"Phage","P","Infect","PL4",432924326.716471
21,"Phage","P","Infect","PL4",624531309.155
23,"Phage","P","Infect","PL4",307273118.377333
25,"Phage","P","Infect","PL4",370429752.304918
28,"Phage","P","Infect","PL4",375554952.86
30,"Phage","P","Infect","PL4",336673626.22
32,"Phage","P","Infect","PL4",606946262.62
35,"Phage","P","Infect","PL4",428843525.3
37,"Phage","P","Infect","PL4",450746186.32
39,"Phage","P","Infect","PL4",304089045.212727
42,"Phage","P","Infect","PL4",94030075.12
44,"Phage","P","Infect","PL4",113762530.76
46,"Phage","P","Infect","PL4",239962709.16
49,"Phage","P","Infect","PL4",363992682.18
51,"Phage","P","Infect","PL4",290059803.1
53,"Phage","P","Infect","PL4",339135623.92
56,"Phage","P","Infect","PL4",135336925.42
58,"Phage","P","Infect","PL4",92072200.7585714
60,"Phage","P","Infect","PL4",105224565.896667
63,"Phage","P","Infect","PL4",81457169.5816667
65,"Phage","P","Infect","PL4",115678720.504286
67,"Phage","P","Infect","PL4",115678720.504286
70,"Phage","P","Infect","PL4",171612963.488571
72,"Phage","P","Infect","PL4",118371286.242857
74,"Phage","P","Infect","PL4",173560416.695714
77,"Phage","P","Infect","PL4",208275886.91
79,"Phage","P","Infect","PL4",78518349.79625
81,"Phage","P","Infect","PL4",160296566.9175
84,"Phage","P","Infect","PL4",160852159.374775
86,"Phage","P","Infect","PL4",22463449.385
88,"Phage","P","Infect","PL4",291002429.07125
91,"Phage","P","Infect","PL4",232798979.74125
93,"Phage","P","Infect","PL4",335865118.333333
95,"Phage","P","Infect","PL4",280842509.241667
98,"Phage","P","Infect","PL4",385454615.216667
100,"Phage","P","Infect","PL4",122926633.31
102,"Phage","P","Infect","PL4",143031124.158
105,"Phage","P","Infect","PL4",152917412.7
107,"Phage","P","Infect","PL4",428791093.8675
109,"Phage","P","Infect","PL4",408965173.5
112,"Phage","P","Infect","PL4",241763614.885
114,"Phage","P","Infect","PL4",NA
117,"Phage","P","Infect","PL4",210172536.99
119,"Phage","P","Infect","PL4",186899059.966667
121,"Phage","P","Infect","PL4",163467528.77
125,"Phage","P","Infect","PL4",149835356.32
129,"Phage","P","Infect","PL4",50063659.4033333
131,"Phage","P","Infect","PL4",70432890.9916667
135,"Phage","P","Infect","PL4",200274394.385
144,"Phage","P","Infect","PL4",333336251.56
146,"Phage","P","Infect","PL4",745959250.214286
149,"Phage","P","Infect","PL4",378302663.873333
156,"Phage","P","Infect","PL4",NA
158,"Phage","P","Infect","PL4",NA
160,"Phage","P","Infect","PL4",NA
166,"Phage","P","Infect","PL4",NA
-125,"Syn","P","Infect","PL5",85310751.3
-124,"Syn","P","Infect","PL5",36773057.8
-118,"Syn","P","Infect","PL5",16358.819
-115,"Syn","P","Infect","PL5",42513.338
-112,"Syn","P","Infect","PL5",44276.564
-110,"Syn","P","Infect","PL5",38888.929
-108,"Syn","P","Infect","PL5",34774.735
-105,"Syn","P","Infect","PL5",35362.477
-103,"Syn","P","Infect","PL5",202379.162
-101,"Syn","P","Infect","PL5",634859.317
-98,"Syn","P","Infect","PL5",1021103.768
-96,"Syn","P","Infect","PL5",1574266.947
-89,"Syn","P","Infect","PL5",78120707.5
-74,"Syn","P","Infect","PL5",26399411.5
-68,"Syn","P","Infect","PL5",6220269.5
-62,"Syn","P","Infect","PL5",7949210.55
-55,"Syn","P","Infect","PL5",46656919.1
-48,"Syn","P","Infect","PL5",164812652.5
-46,"Syn","P","Infect","PL5",50594790.5
-45,"Syn","P","Infect","PL5",53435543.5
-41,"Syn","P","Infect","PL5",99034527
-39,"Syn","P","Infect","PL5",54072264
-34,"Syn","P","Infect","PL5",176322600
-32,"Syn","P","Infect","PL5",118038185
-27,"Syn","P","Infect","PL5",78904363.5
-24,"Syn","P","Infect","PL5",37174681.5
-19,"Syn","P","Infect","PL5",77239094.5
-17,"Syn","P","Infect","PL5",72194309
-13,"Syn","P","Infect","PL5",20913819.5
-11,"Syn","P","Infect","PL5",10530377.5
-6,"Syn","P","Infect","PL5",24807610.25
0,"Syn","P","Infect","PL5",34309439.25
2,"Syn","P","Infect","PL5",9874065.6
4,"Syn","P","Infect","PL5",9854474.2
7,"Syn","P","Infect","PL5",6452101.06666667
9,"Syn","P","Infect","PL5",15261700.6
11,"Syn","P","Infect","PL5",14192010.16
14,"Syn","P","Infect","PL5",14749875.275
16,"Syn","P","Infect","PL5",9499380.075
18,"Syn","P","Infect","PL5",7706766.975
21,"Syn","P","Infect","PL5",8870006.35
23,"Syn","P","Infect","PL5",14999665.625
25,"Syn","P","Infect","PL5",16011071.65
28,"Syn","P","Infect","PL5",11588313.1
30,"Syn","P","Infect","PL5",12114831.975
32,"Syn","P","Infect","PL5",8336140.7
35,"Syn","P","Infect","PL5",9207958
37,"Syn","P","Infect","PL5",39650544.675
39,"Syn","P","Infect","PL5",4525613.4
42,"Syn","P","Infect","PL5",5492938.775
44,"Syn","P","Infect","PL5",8086350.35
46,"Syn","P","Infect","PL5",4639896.56666667
49,"Syn","P","Infect","PL5",3307681.36666667
51,"Syn","P","Infect","PL5",4713690.84
53,"Syn","P","Infect","PL5",7045067.44
56,"Syn","P","Infect","PL5",6669892.13
58,"Syn","P","Infect","PL5",5916602.8
60,"Syn","P","Infect","PL5",7262531.98
63,"Syn","P","Infect","PL5",2751612.13
65,"Syn","P","Infect","PL5",6354470.59
67,"Syn","P","Infect","PL5",2880915.37
70,"Syn","P","Infect","PL5",1673105.56
72,"Syn","P","Infect","PL5",1299889.39
74,"Syn","P","Infect","PL5",499580.7
77,"Syn","P","Infect","PL5",713453.483333333
79,"Syn","P","Infect","PL5",627537.03125
81,"Syn","P","Infect","PL5",592095.644444444
84,"Syn","P","Infect","PL5",1239400.9425
86,"Syn","P","Infect","PL5",740663.761111111
88,"Syn","P","Infect","PL5",560417.152631579
91,"Syn","P","Infect","PL5",630533.742105263
93,"Syn","P","Infect","PL5",393297.355
95,"Syn","P","Infect","PL5",665862.7075
98,"Syn","P","Infect","PL5",1513190.7575
100,"Syn","P","Infect","PL5",1137770.555
102,"Syn","P","Infect","PL5",1900093.69722222
105,"Syn","P","Infect","PL5",NA
107,"Syn","P","Infect","PL5",1000079.746875
109,"Syn","P","Infect","PL5",1032834.11875
112,"Syn","P","Infect","PL5",464377.403125
114,"Syn","P","Infect","PL5",1117254.00555556
117,"Syn","P","Infect","PL5",2598581.52777778
119,"Syn","P","Infect","PL5",1950784.84411765
121,"Syn","P","Infect","PL5",1681921.69
125,"Syn","P","Infect","PL5",1771389.08333333
129,"Syn","P","Infect","PL5",1701186.56666667
131,"Syn","P","Infect","PL5",2389497.75333333
135,"Syn","P","Infect","PL5",2397660.83666667
144,"Syn","P","Infect","PL5",5494081.60666667
146,"Syn","P","Infect","PL5",10531077.1928571
149,"Syn","P","Infect","PL5",10481399
156,"Syn","P","Infect","PL5",17940926.5885417
158,"Syn","P","Infect","PL5",32614068.8802083
160,"Syn","P","Infect","PL5",83510893.4635417
166,"Syn","P","Infect","PL5",111891383.25
-125,"Phage","P","Infect","PL5",NA
-124,"Phage","P","Infect","PL5",NA
-118,"Phage","P","Infect","PL5",NA
-115,"Phage","P","Infect","PL5",NA
-112,"Phage","P","Infect","PL5",NA
-110,"Phage","P","Infect","PL5",NA
-108,"Phage","P","Infect","PL5",NA
-105,"Phage","P","Infect","PL5",NA
-103,"Phage","P","Infect","PL5",NA
-101,"Phage","P","Infect","PL5",NA
-98,"Phage","P","Infect","PL5",NA
-96,"Phage","P","Infect","PL5",NA
-89,"Phage","P","Infect","PL5",NA
-74,"Phage","P","Infect","PL5",NA
-68,"Phage","P","Infect","PL5",NA
-62,"Phage","P","Infect","PL5",NA
-55,"Phage","P","Infect","PL5",NA
-48,"Phage","P","Infect","PL5",NA
-46,"Phage","P","Infect","PL5",NA
-45,"Phage","P","Infect","PL5",NA
-41,"Phage","P","Infect","PL5",NA
-39,"Phage","P","Infect","PL5",NA
-34,"Phage","P","Infect","PL5",NA
-32,"Phage","P","Infect","PL5",NA
-27,"Phage","P","Infect","PL5",NA
-24,"Phage","P","Infect","PL5",NA
-19,"Phage","P","Infect","PL5",NA
-17,"Phage","P","Infect","PL5",NA
-13,"Phage","P","Infect","PL5",NA
-11,"Phage","P","Infect","PL5",NA
-6,"Phage","P","Infect","PL5",NA
0,"Phage","P","Infect","PL5",NA
2,"Phage","P","Infect","PL5",1841331.11933333
4,"Phage","P","Infect","PL5",24537910.41
7,"Phage","P","Infect","PL5",145083194.175111
9,"Phage","P","Infect","PL5",254601565.114
11,"Phage","P","Infect","PL5",244581648.952727
14,"Phage","P","Infect","PL5",293204860.094546
16,"Phage","P","Infect","PL5",274451193.6075
18,"Phage","P","Infect","PL5",448543797.963529
21,"Phage","P","Infect","PL5",859404749.92125
23,"Phage","P","Infect","PL5",383290667.637647
25,"Phage","P","Infect","PL5",496143339.677143
28,"Phage","P","Infect","PL5",511493699.94
30,"Phage","P","Infect","PL5",356807296.3
32,"Phage","P","Infect","PL5",507007393.02
35,"Phage","P","Infect","PL5",544283861.9
37,"Phage","P","Infect","PL5",513919223.6
39,"Phage","P","Infect","PL5",547808580.492727
42,"Phage","P","Infect","PL5",274726377.212857
44,"Phage","P","Infect","PL5",190748808.045714
46,"Phage","P","Infect","PL5",473840766.861429
49,"Phage","P","Infect","PL5",850706831.195
51,"Phage","P","Infect","PL5",501090999.781667
53,"Phage","P","Infect","PL5",449170203.841667
56,"Phage","P","Infect","PL5",582212304.245
58,"Phage","P","Infect","PL5",470453891.718571
60,"Phage","P","Infect","PL5",525194261.215
63,"Phage","P","Infect","PL5",451054999.858667
65,"Phage","P","Infect","PL5",189834351.757143
67,"Phage","P","Infect","PL5",189834351.757143
70,"Phage","P","Infect","PL5",219113887.367143
72,"Phage","P","Infect","PL5",198809570.885714
74,"Phage","P","Infect","PL5",76475640.7257143
77,"Phage","P","Infect","PL5",176610721.12125
79,"Phage","P","Infect","PL5",80089013.14375
81,"Phage","P","Infect","PL5",159807586.81875
84,"Phage","P","Infect","PL5",231679194.147143
86,"Phage","P","Infect","PL5",233228689.525
88,"Phage","P","Infect","PL5",334067252.111667
91,"Phage","P","Infect","PL5",492812912.453333
93,"Phage","P","Infect","PL5",442796669.302
95,"Phage","P","Infect","PL5",183998765.886
98,"Phage","P","Infect","PL5",403887683.181667
100,"Phage","P","Infect","PL5",312097722.018333
102,"Phage","P","Infect","PL5",283051316.314
105,"Phage","P","Infect","PL5",NA
107,"Phage","P","Infect","PL5",257648059.305
109,"Phage","P","Infect","PL5",203089734.3475
112,"Phage","P","Infect","PL5",130483598.4725
114,"Phage","P","Infect","PL5",88786931.87
117,"Phage","P","Infect","PL5",101352238.65
119,"Phage","P","Infect","PL5",123356343.09375
121,"Phage","P","Infect","PL5",161503141.187143
125,"Phage","P","Infect","PL5",86314513.0157143
129,"Phage","P","Infect","PL5",73867746.8657143
131,"Phage","P","Infect","PL5",112105567.228571
135,"Phage","P","Infect","PL5",193712323.795714
144,"Phage","P","Infect","PL5",242872816.494286
146,"Phage","P","Infect","PL5",392922674.906667
149,"Phage","P","Infect","PL5",573973730.46
156,"Phage","P","Infect","PL5",NA
158,"Phage","P","Infect","PL5",NA
160,"Phage","P","Infect","PL5",NA
166,"Phage","P","Infect","PL5",NA
